"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere validar la automatizacion de una de las apis Get","Se realiza la prueba exitosa al api get pet","FAILURE","2023-09-15T06:12:55.019365-05:00[America/Bogota]","0.0","2.64"
