"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere validar la automatizacion de una de las apis Get pet","Se realiza la prueba exitosa al api get pet","SUCCESS","2023-09-16T14:50:20.5684795-05:00[America/Bogota]","0.0","3.86"
